"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","RB","15","58436.49","49671.02","8765.47","8809","64"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SGB","15","24924.43","21185.77","3738.66","4270","69"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SGM","15","4789.10","4070.74","718.37","1027","25"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SGP","15","6525.68","5546.83","978.85","1196","48"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SGS","15","19736.64","16776.14","2960.50","3403","57"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SM2","15","19023.77","16170.20","2853.57","3445","58"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SMJ","15","18961.20","16117.02","2844.18","3163","57"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SNW","15","7129.16","6059.79","1069.37","1472","24"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","SPE","15","7334.28","6234.14","1100.14","1499","46"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TGM","15","23662.62","20113.23","3549.39","4060","67"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TI1","15","16099.38","13684.47","2414.91","2808","59"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TI2","15","17777.95","15111.26","2666.69","3330","60"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TJG","15","2821.67","2398.42","423.25","621","29"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TKK","15","9361.85","7957.57","1404.28","2167","28"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TML","15","28707.75","24401.59","4306.16","5343","57"
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TPH","15","37155.25","31581.96","5573.29","5416","59"
"C286","C&C FOODS MART SDN BHD - NSB","BER","15","2086.08","1773.17","312.91","608","14"
"C286","C&C FOODS MART SDN BHD - NSB","BGJ","15","3030.03","2575.53","454.50","620","14"
"C286","C&C FOODS MART SDN BHD - NSB","BT1","15","1135.27","964.98","170.29","270","12"
"C286","C&C FOODS MART SDN BHD - NSB","BT2","15","2376.32","2019.87","356.45","586","14"
"C286","C&C FOODS MART SDN BHD - NSB","GRK","15","1204.23","1023.60","180.63","235","14"
"C286","C&C FOODS MART SDN BHD - NSB","IBN","15","2556.96","2173.42","383.54","678","14"
